news_id,manchete_emocao,manchete_polaridade,f1_emocao,f1_polaridade,f2_emocao,f2_polaridade,f3_emocao,f3_polaridade,geral_emocao,geral_polaridade,pensamento,manchete,f1,f2,f3
803,neutro,neutro,neutro,neutro,alegria,positivo,neutro,neutro,neutro,neutro,"A manchete expressa uma mistura de alegria e medo, destacando a melhora no poder de compra, mas alertando sobre riscos. O f1 apresenta uma emoção neutra ao descrever fatores positivos (melhora no poder de compra, qualidade no crédito, redução dos juros, aumento da renda) e negativos (pressões inflacionárias, incertezas domésticas). O f2 mostra alegria com a melhora quantitativa no poder de compra e redução da inadimplência. O f3, porém, volta a um tom neutro ao prever crescimento, mas também desaceleração e incertezas fiscais para 2025. No geral, a emoção dominante é neutra, pois, apesar das melhorias, há riscos e incertezas que equilibram o otimismo.","Poder de compra das famílias melhora, mas riscos seguem no radar","O cenário econômico de 2024 apresenta melhora no poder de compra das famílias, impulsionada por maior qualidade no crédito, redução dos juros e aumento da renda, apesar de pressões inflacionárias em alimentos e incertezas domésticas limitarem o ritmo de crescimento.","O Índice de Poder de Compra (IPC) cresceu 10,9% na variação anual entre janeiro e maio, refletindo avanços na concessão de crédito e na renda disponível, enquanto a inadimplência e os ativos problemáticos apresentaram redução, favorecendo condições financeiras mais favoráveis.","Para o restante de 2024, a expectativa é de crescimento de 8,0% no poder de compra, embora em 2025 o ritmo desacelere para 4,3%, com fatores como a desaceleração econômica e incertezas fiscais influenciando o cenário."
806,neutro,neutro,alegria,positivo,neutro,neutro,neutro,neutro,neutro,neutro,"A manchete e os fatos destacam um contexto de retrospectiva e análise sobre o Plano Real, com foco em seus primeiros anos e impactos. A manchete apresenta uma informação neutra, convidando o leitor a ver um episódio de série documental, sem carga emocional explícita. O f1 expressa uma narrativa de sucesso e controle da inflação, indicando alegria e positividade pela estabilização econômica. O f2 menciona crises e desafios enfrentados, mas sem um tom de pessimismo ou medo predominante, mantendo um registro neutro e informativo. O f3 reforça a perspectiva de aprendizado e análise, com um teor neutro, focando na divulgação de uma série documental.","Plano Real, 30 anos: Como foram os primeiros anos da moeda? Veja 4º episódio da série da EXAME","O Plano Real, implementado em 1° de julho de 1994, foi fundamental para controlar a inflação no Brasil, que caiu de 50% ao mês para 33% ao ano em julho de 1995.","Nos primeiros oito anos, o país passou por crises internacionais, crises bancárias e cambiais, além da reeleição de FHC, consolidando a moeda e estabelecendo o tripé macroeconômico.","A série documental da EXAME, lançada em comemoração aos 30 anos da moeda, revela os bastidores e desafios enfrentados durante esse período, com entrevistas de economistas, empresários e autoridades do setor financeiro."
811,tristeza,negativo,tristeza,negativo,neutro,neutro,alegria,positivo,tristeza,negativo,"A manchete transmite uma notícia negativa, indicando um déficit na conta corrente do Brasil, o que sugere uma emoção de tristeza e uma polaridade negativa. O f1 reforça essa emoção e polaridade ao detalhar o aumento do déficit em relação ao ano anterior. O f2 apresenta uma informação neutra, ao mostrar o déficit acumulado e os investimentos diretos, sem carga emocional significativa, sugerindo uma emoção neutra e polaridade neutra. O f3, por outro lado, apresenta uma informação positiva sobre o crescimento das reservas internacionais, sugerindo uma emoção de alegria e uma polaridade positiva.","Brasil tem déficit em conta corrente de US$ 4 bi em junho, mostra Banco Central","O Brasil registrou um déficit em suas transações correntes de US$ 4,029 bilhões em junho de 2024, um aumento em relação ao saldo negativo de US$ 182 milhões no mesmo período do ano anterior.","No acumulado de 12 meses, o déficit atingiu US$ 31,453 bilhões, representando 1,41% do PIB, enquanto os investimentos diretos no país somaram US$ 70,325 bilhões no mesmo período.","As reservas internacionais totalizaram US$ 357,8 bilhões em junho, com um crescimento de US$ 2,3 bilhões em relação a maio."
812,alegria,positivo,alegria,positivo,alegria,positivo,alegria,positivo,alegria,positivo,"A manchete é positiva, destacando o crescimento significativo da arrecadação federal. F1 confirma essa emoção ao detalhar o crescimento de 11,02%, indicando um bom desempenho econômico. F2 reforça a alegria ao mencionar o melhor resultado de arrecadação no primeiro semestre, com alta de 9,08%. F3 explica os fatores que contribuíram para esse crescimento, incluindo eventos macroeconômicos positivos e alguns atípicos, mas mantém a emoção geral de alegria. A polaridade de cada parte é positiva, assim como a geral.","Arrecadação federal cresce 11,02% em junho e chega a R$ 208,8 bilhões","A arrecadação do governo federal em junho de 2024 atingiu R$ 208,844 bilhões, representando o melhor desempenho para o mês na história, com crescimento real de 11,02% em relação ao mesmo período do ano anterior.","No acumulado do primeiro semestre, a arrecadação totalizou R$ 1,289 trilhão, o que também é o melhor resultado desde 2000, com alta de 9,08% em relação a 2023.","O aumento foi impulsionado por fatores como a recuperação macroeconômica, a retomada da tributação sobre combustíveis e fundos exclusivos, além de eventos atípicos como enchentes no Rio Grande do Sul."
815,medo,negativo,medo,negativo,medo,negativo,medo,negativo,medo,negativo,"A manchete expressa álise com uma polaridade negativa devido ao aumento da desigualdade financeira, destacado pelo aumento da fortuna dos mais ricos. f1 reforça essa análise ao mencionar o crescimento da fortuna dos ricos e a redução das taxas de impostos, indicando um sentimento de medo pela crescente desigualdade e injustiça fiscal. f2 traz um sentimento de medo, pois discute a dificuldade de implementar um imposto global devido à oposição de países influentes como os EUA, sugerindo incerteza e volatilidade nas políticas globais. f3 reforça o medo ao alertar sobre a crescente desigualdade e a redução das taxas de imposto, enquanto defende a necessidade de uma medida fiscal mais rigorosa para combater essa desigualdade, indicando uma preocupação com o futuro. No geral, a notícia expressa medo e uma polaridade negativa, focando na desigualdade econômica e na dificuldade de mudar a situação atual.",Estudo aponta que 1% mais rico aumentou fortuna em R$ 226 trilhões em 10 anos,"Nos últimos dez anos, a fortuna do 1% mais rico do planeta cresceu em 42 bilhões de dólares, enquanto suas taxas de impostos atingiram níveis historicamente baixos, segundo a Oxfam.","A reunião do G20, realizada no Rio de Janeiro, discute a implementação de um imposto global sobre os super-ricos, uma proposta apoiada por países como Brasil, França e África do Sul, mas rejeitada pelos Estados Unidos.","A ONG alerta que a parcela de renda do 1% mais rico aumentou 45% nas últimas quatro décadas, enquanto as taxas de imposto sobre sua riqueza foram reduzidas em um terço, defendendo a necessidade de um imposto anual de pelo menos 8% para combater a desigualdade extrema."
818,neutro,neutro,raiva,negativo,neutro,neutro,alegria,positivo,neutro,neutro,"A manchete expressa uma opinião sobre a origem dos problemas fiscais no Brasil, o que gera um sentimento de 'Neutro' pois é uma afirmação factual sem carga emocional forte. O f1 destaca uma crítica aos gastos tributários, o que pode ser interpretado como 'Raiva' devido à referência a 'privilégios dos ricos' e ao desequilíbrio fiscal, e tem polaridade 'negativa'. O f2 fornece dados concretos sobre a diferença de custos entre gastos tributários e o Bolsa Família, sendo 'Neutro' e 'neutro' em polaridade, pois é uma informação factual. O f3 reafirma compromissos políticos com justiça social e manutenção de políticas sociais, o que pode ser visto como 'Alegria' e 'positivo' devido ao otimismo e confiança nas políticas que reduzem desigualdades sociais. A emoção geral é 'Neutro' porque a notícia como um todo apresenta informações factuais com algumas críticas e reafirmações políticas, mas sem uma emoção dominante clara. A polaridade geral é 'neutro' porque as informações factuais se sobrepõem aos elementos emocionais.","‘Problema dos gastos no Brasil não é ter os pobres no Orçamento’, diz Simone Tebet","A ministra do Planejamento, Simone Tebet, afirmou que os gastos com benefícios sociais, como o Bolsa Família, não são responsáveis pelos desequilíbrios fiscais no Brasil, destacando que os privilégios dos ricos, por meio de gastos tributários, representam uma parcela maior do orçamento.","Ela informou que esses gastos tributários aumentaram de 2% para cerca de 5,8% do PIB nos últimos anos, totalizando aproximadamente R$ 615 bilhões anuais, enquanto o Bolsa Família custa R$ 160 bilhões por ano.","A ministra destacou a importância de revisar esses incentivos fiscais para melhorar a justiça social e garantiu a manutenção da regra de reajuste do salário mínimo até 2026, defendendo políticas que reduzam as desigualdades sociais."
820,tristeza,negativo,medo,neutro,alegria,positivo,tristeza,negativo,tristeza,negativo,"A manchete expressa uma redução significativa nas projeções financeiras, sugerindo frustração e pessimismo. No entanto, o f1 explica detalhadamente as razões da redução, caracterizando uma emoção de Medo devido à incerteza e volatilidade, mas com uma polaridade Neutra, pois é uma descrição factual das mudanças nas projeções. O f2 apresenta um contraste positivo, destacando o cumprimento das metas de arrecadação recorrente, o que remete à Alegria e uma polaridade Positiva. O f3, por sua vez, volta a um contexto negativo, mencionando necessidades de receitas para compensar desonerações e impactos negativos na arrecadação, remetendo à Tristeza e uma polaridade Negativa. No geral, a emoção dominante da notícia é a Tristeza, considerando que os problemas de arrecadação e as dificuldades futuras são os elementos mais marcantes.","Governo reduz projeção de arrecadação extra com Carf em 2024 de R$ 55,6 bi para R$ 37 bi","O governo reduziu a projeção de arrecadação extraordinária com os julgamentos do Carf de R$ 55,6 bilhões para R$ 37,7 bilhões, devido ao atraso na entrada de recursos e ao deslocamento das expectativas para o segundo semestre.","Apesar das frustrações na arrecadação, o secretário do Fisco destacou que as metas de arrecadação recorrente foram atingidas no primeiro semestre, com crescimento real de 9% no ano até junho.","Para compensar as desonerações e despesas adicionais, o governo estima necessidade de R$ 26,2 bilhões em receitas, enquanto o Congresso projeta R$ 17 bilhões, e o aumento nas compensações tributárias impactou negativamente a arrecadação de PIS/Cofins."
832,neutro,neutro,neutro,neutro,alegria,positivo,neutro,neutro,neutro,neutro,"A manchete expressa uma ação governamental, o que pode ser interpretado como neutro, mas considerando a economia esperada, pode haver uma leve alegria. No f1, a emoção é neutra, pois transmite informações factuais sobre a economia esperada. No f2, a emoção é de alegria, pois indica que a revisão visa garantir recursos para áreas prioritárias sem prejudicar obras em andamento, transmitindo uma mensagem positiva sobre a eficiência governamental. No f3, a emoção é neutra, pois trata de informações factuais sobre o processo orçamentário. A emoção geral da notícia é neutra, pois embora haja elementos de alegria, a maior parte do texto é informativo e não carrega uma emoção dominante.",Haddad diz que discutiu com Lula investimentos para pente-fino de benefícios do INSS,"O ministro da Fazenda, Fernando Haddad, afirmou que o governo está realizando uma checagem de cadastros de benefícios do INSS para economizar entre R$ 20 bilhões e R$ 30 bilhões, contribuindo para a meta fiscal de 2025.","A revisão visa ajustar os programas ao Orçamento e às leis, garantindo recursos para áreas prioritárias como saúde e educação, sem afetar obras já iniciadas pelo PAC.","Os limites de gastos para o próximo ano já foram definidos e estão sendo adaptados às regras do arcabouço fiscal, com o Projeto de Lei Orçamentária Anual (PLOA) previsto para envio ao Congresso até 31 de agosto."
861,neutro,neutro,neutro,neutro,medo,negativo,neutro,neutro,neutro,neutro,"A manchete reflete uma neutralidade devido à transmissão de uma informação factual sobre um acordo. O f1 apresenta uma informação neutra, descrevendo o acordo e as discussões sem expressar uma opinião ou sentimento específico. O f2 introduz uma emoção de medo, devido à incerteza e preocupação sobre o impacto fiscal e a gestão dos recursos, com debates intensos. O f3 volta a apresentar uma informação neutra, destacando o objetivo da proposta e a busca por consenso, sem expressar uma emoção clara. No geral, a notícia é neutra, pois embora o medo seja uma emoção presente, o texto principal foca em informar sobre o acordo e as discussões em curso.",Governo faz acordo para discutir autonomia financeira do BC sem transformação em empresa pública,"O governo e o Senado discutem a proposta de autonomia orçamentária e financeira do Banco Central, sem a transformação da autarquia em empresa pública, após acordo na CCJ.","O projeto, que busca garantir maior independência ao BC, enfrenta resistência quanto à mudança de status para empresa pública e à gestão dos recursos, com debates sobre o impacto fiscal e a necessidade de manter a autonomia administrativa.","A proposta visa alinhar o BC às melhores práticas internacionais, mas ainda aguarda consenso na comissão, enquanto o governo busca um formato que preserve a autonomia sem comprometer as contas públicas."
870,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,"A manchete é neutra, pois apenas informa sobre uma previsão para o salário mínimo em 2025. Não há palavras que expressem emoção ou opinião. O f1 apresenta uma informação positiva, destacando um aumento específico no salário mínimo, o que geralmente é visto como algo bom. No entanto, a informação é factual e não carrega uma carga emocional forte, sendo classificada como neutra. O f2 explica a base da estimativa, que é uma política de valorização, o que pode gerar uma sensação de segurança e confiança, mas ainda é uma informação neutra e factual. O f3 informa sobre a tramitação da LDO, o que é uma informação rotineira e sem carga emocional, classificada como neutra. O sentimento geral da notícia é neutro, pois transmite informações factuais sobre a previsão do salário mínimo e a política que a sustenta, sem expressar emoções fortes ou opiniões.",Salário mínimo 2025: quanto será? Veja previsão,"O governo federal propôs um salário mínimo de R$ 1.501,94 para 2025, representando um aumento de 6,36% em relação ao valor atual de R$ 1.412.","A estimativa foi baseada na política de valorização do salário, que considera o INPC dos últimos 12 meses até novembro e o PIB consolidado de dois anos anteriores, que totalizou 2,9% em 2023.","A votação da Lei de Diretrizes Orçamentárias (LDO) no Congresso está prevista para ocorrer após o recesso, possivelmente no final de agosto, e, se aprovada, o reajuste será aplicado até que uma nova lei o modifique."
893,neutro,neutro,neutro,neutro,surpresa,neutro,neutro,neutro,neutro,neutro,"A manchete indica uma desaceleração da inflação, o que geralmente é uma notícia positiva para o mercado. No entanto, a polaridade é neutra porque também menciona um acumulado de 12 meses que ainda está em 4,23%, o que não é alarmante, mas também não é uma celebração de alegria. F1 também apresenta uma perspectiva neutra, pois embora a inflação tenha desacelerado, não há uma exaltação de ganhos extraordinários ou de superação de expectativas. F2 mostra uma emoção de surpresa, pois apresenta uma mistura de altas e baixas em preços de alimentos, o que pode não estar totalmente alinhado com as expectativas, mas não é suficiente para gerar uma polaridade negativa ou positiva dominante. F3 é neutro, pois é informativo e descreve o método de cálculo do IPCA sem emitir opinião ou causar reações emocionais. A emoção geral da notícia é neutra, pois não há elementos suficientes para inclinar a balança para uma emoção positiva ou negativa.","Inflação de junho desacelera e fica em 0,21%; IPCA acumulado de 12 meses chega a 4,23%","O IPCA, índice oficial de inflação do Brasil, fechou junho com alta de 0,21%, abaixo das expectativas do mercado, acumulando 2,48% no ano e 4,23% nos últimos 12 meses.","Os preços de alimentos e bebidas desaceleraram, com destaque para a queda de itens como cenoura, cebola e frutas, enquanto produtos como batata, leite, arroz e café apresentaram alta.","O cálculo do índice é realizado com base em uma amostra de cerca de 400 itens, ponderados de acordo com os gastos das famílias brasileiras, sendo utilizado para monitorar a inflação oficial do país."
897,alegria,positivo,alegria,positivo,alegria,positivo,alegria,positivo,alegria,positivo,"A manchete expressa alegria e positividade ao anunciar que São Paulo está liderando um setor importante e atraindo investimentos significativos. O f1 reforça essa alegria com a informação concreta dos investimentos e comparação com outras regiões globais. O f2 mantém a alegria ao detalhar ações concretas e positivas, como a construção de prédios e programas de capacitação. O f3 também apresenta alegria ao mencionar esforços para o desenvolvimento regional e a diversificação econômica, que são vistos como positivos. A emoção dominante da notícia como um todo é a alegria, com uma polaridade positiva, pois todos os trechos destacam crescimento, liderança e investimentos.","SP vai liderar o setor de Data Center e já conseguimos R$ 50 bi em investimento, diz secretário","O secretário de Desenvolvimento Econômico de São Paulo, Jorge Lima, afirmou que o estado pretende liderar o setor de Data Center, competindo com regiões como Virgínia, nos EUA, e Índia, e já atraiu R$ 50 bilhões em investimentos nesse segmento.",Ele destacou a criação de mais de 18 prédios de data center em construção e a implementação de programas de capacitação para atender à demanda do setor.,"Além disso, Lima ressaltou os esforços do governo para promover o desenvolvimento regional, diversificando a economia e estimulando o crescimento em diferentes regiões do estado."
900,neutro,neutro,medo,negativo,alegria,positivo,neutro,neutro,neutro,neutro,"A manchete apresenta uma mistura de informações factuais e expectativas, mas sem expressar uma emoção clara, portanto, é considerada neutra. O f1 apresenta mudanças que podem gerar incertezas e medo, especialmente sobre as exclusões e inclusões na tributação, o que caracteriza uma polaridade negativa. O f2 descreve medidas positivas, como a transição e o cashback, transmitindo um sentimento de alegria e otimismo, com polaridade positiva. O f3, por fim, reitera que as alterações ainda estão em tramitação e não têm impacto imediato, mantendo um tom neutro. No geral, a notícia é neutra, pois, apesar das partes com emoções variadas, não há um sentimento dominante claro.",Isenções e 'imposto do pecado': entenda nova versão do projeto que regulamenta Reforma Tributária,"Após mais de dois meses de discussões, o projeto de lei complementar que regulamenta a Reforma Tributária sobre o consumo recebeu mudanças na Câmara dos Deputados, incluindo a exclusão das carnes na cesta básica com isenção de IVA e a ampliação do Imposto Seletivo para carros elétricos e apostas.","O texto, que exige maioria absoluta para aprovação em um único turno, prevê um prazo de transição de 2026 a 2033 para a implementação das novas regras, além de criar a figura do nanoempreendedor e estabelecer o sistema de cashback para famílias de baixa renda.","As alterações, que ainda podem sofrer novas modificações durante a tramitação, refletem ajustes na lista de produtos tributados, na inclusão de novos itens no Imposto Seletivo e na definição de categorias de empreendedores, sem impacto imediato na legislação vigente."
915,alegria,positivo,alegria,positivo,alegria,positivo,neutro,neutro,alegria,positivo,"A manchete indica uma novidade que pode ser vista como positiva no setor financeiro, o que gera uma emoção de alegria com uma polaridade positiva. O fragmento 1 reforça essa emoção, ao destacar o lançamento da sede e a previsão de operação, mostrando uma perspectiva de crescimento e inovação. O fragmento 2 traz detalhes sobre a iniciativa e o objetivo de competir com a B3 e criar uma Bolsa de Crédito de Carbono, que também é visto como uma notícia positiva e inovadora, gerando alegria. O fragmento 3 menciona etapas essenciais para a implementação da bolsa, apresentando uma informação neutra, sem carga emocional específica, mas importante para a compreensão do processo.",Nova Bolsa de Valores é lançada no Rio e deve operar a partir de 2025,"A cidade do Rio de Janeiro foi oficializada como sede da nova bolsa de valores brasileira, a ATS, com operações previstas para começar até o segundo semestre de 2025.","A iniciativa, que inclui a redução do ISS para 2%, visa atrair investimentos e competir com a B3, além de criar a primeira Bolsa Brasileira de Crédito de Carbono na capital carioca.",A aprovação do projeto de lei e a regulamentação pelos órgãos reguladores são etapas essenciais para a implementação da nova bolsa.
938,neutro,neutro,neutro,neutro,medo,negativo,neutro,neutro,neutro,neutro,"A manchete é neutra, pois apenas relata uma afirmação do presidente do Banco Central sem transmitir emoção ou opinião. O f1 mantém a neutralidade ao detalhar a afirmação de Campos Neto, focando em fatos e declarações diretas. O f2 transmite medo ao reforçar a cautela e vigilância do Banco Central sobre a inflação, indicando preocupação com o futuro econômico. O f3 é neutro, pois aborda uma negativa de pretensões políticas, transmitindo informações factuais. A emoção geral da notícia é neutra, pois predomina a transmissão de informações factuais, sem carga emocional intensa.",Campos Neto afirma que alta de juros não está no cenário base do Banco Central,"O presidente do Banco Central, Roberto Campos Neto, afirmou que a alta de juros não faz parte do cenário base do Comitê de Política Monetária (Copom) e que a comunicação após a última reunião não sinalizou essa possibilidade.","Ele destacou que o BC permanece vigilante, mas sem intenção de orientar os próximos passos da política monetária, reforçando a cautela na condução da inflação.",Campos Neto também negou qualquer pretensão política e afirmou nunca ter conversado com Tarcísio de Freitas sobre uma eventual candidatura dele à presidência ou uma eventual indicação ao Ministério da Fazenda.
939,alegria,positivo,alegria,positivo,medo,negativo,neutro,neutro,neutro,neutro,"A manchete expressa alegria pela melhoria nas projeções do PIB, mas neutralidade quanto à inflação. A f1 apresenta uma perspectiva positiva de crescimento econômico, enquanto a f2 aponta para uma inflação acima da meta, gerando um sentimento de medo sobre as expectativas econômicas futuras. A f3 destaca uma ação necessária para controlar a inflação, apresentando uma perspectiva neutra, mas com um tom de cautela e decisão. No geral, a notícia tem uma polaridade neutra, pois, embora haja uma expectativa positiva de crescimento, há também uma preocupação com a inflação e a necessidade de intervenção monetária.","BC eleva projeções de PIB para 2,3% e de inflação para 4% em 2024","O Banco Central revisou para cima a projeção de crescimento do PIB em 2024, de 1,9% para 2,3%, devido ao ritmo forte da atividade econômica e ao mercado de trabalho aquecido.","As projeções de inflação também aumentaram, com o IPCA previsto para encerrar 2024 em 4,0%, acima da meta de 3,0%, influenciadas por fatores como a depreciação cambial e expectativas de inflação elevadas.",A autoridade monetária destacou que o aumento da taxa de juros real foi essencial para conter a inflação e evitar uma elevação mais acentuada nas projeções.
945,neutro,neutro,alegria,positivo,tristeza,positivo,neutro,neutro,neutro,neutro,"A manchete apresenta uma notícia neutra sobre o índice IPCA-15, destacando a taxa de inflação e a acumulação em 12 meses sem expressar uma emoção clara. O f1 apresenta uma leve alegria ao indicar que a inflação ficou abaixo das expectativas do mercado, o que é positivo para a economia. O f2 apresenta uma mistura de emoções, mas o foco na alta de preços em algumas categorias sugere uma leve tristeza, ainda que positivo ao destacar quedas em itens específicos. O f3 é neutro, pois fornece informações factuais sobre como o índice é calculado. A emoção geral da notícia é neutra, pois a informação é apresentada de forma factual, embora contenha elementos positivos.","IPCA-15 de junho fica em 0,39%; inflação acumulada de 12 meses vai a 4,06%","O IPCA-15 de junho fechou em 0,39%, abaixo da expectativa do mercado, refletindo alta de 4,06% nos últimos 12 meses.","A principal influência foi o aumento nos preços de alimentos, bebidas, habitação e cuidados pessoais, enquanto itens como feijão, cebola e frutas apresentaram quedas.","O índice é calculado pelo IBGE com base em uma amostra de produtos e serviços representativos dos gastos das famílias brasileiras, sendo o principal indicador oficial de inflação no país."
947,alegria,positivo,alegria,positivo,neutro,neutro,neutro,neutro,alegria,positivo,"A manchete expressa um sentimento de alegria e positividade, pois anuncia uma aprovação que tem como objetivo ampliar a capacidade financeira do BNDES. A seção f1 também apresenta uma perspectiva positiva, destacando a criação de uma nova modalidade de renda fixa que aumenta o lastro financeiro do banco, indicando alegria. A seção f2 continua com uma emoção neutra, pois fornece informações factuais sobre a similaridade da LCD com outras modalidades e a necessidade de regulamentação, sem expressar opinião ou especulação. A seção f3 apresenta uma situação que requer ação e negociação, mas não indica uma emoção dominante clara, sendo classificada como neutra devido ao seu caráter informativo e à ausência de carga emocional explícita. A emoção geral da notícia é alegria, pois o foco principal é a criação de uma nova modalidade financeira que beneficia o BNDES e, potencialmente, os investidores.",Comissão do Senado aprova projeto para nova modalidade de renda fixa que amplia capacidade do BNDES,"A Comissão de Assuntos Econômicos do Senado aprovou a criação da Letra de Crédito de Desenvolvimento (LCD), uma nova modalidade de renda fixa gerida pelo BNDES e instituições estaduais, com o objetivo de ampliar o lastro financeiro do banco público.","A LCD, similar à LCI e LCA, terá isenção de imposto de renda para os investidores e precisará ser regulamentada pelo Conselho Monetário Nacional, uma vez gerida por um banco público.","O BNDES busca apoio do Ministério do Trabalho e Emprego para propor uma emenda à Constituição que reverte a inclusão do INSS no financiamento do Fundo de Amparo ao Trabalhador, que atualmente reduz os recursos disponíveis ao banco."
952,neutro,neutro,medo,negativo,neutro,neutro,surpresa,neutro,neutro,neutro,"A manchete expressa expectativa e cautela, sugerindo “neutro”, pois não revela uma emoção clara. O f1 apresenta um cenário de cautela e incerteza, caracterizando “medo” com polaridade “negativa”, devido ao cenário global incerto e à resiliência da atividade doméstica que justificou a interrupção do corte de juros. O f2 reforça a cautela com um cenário alternativo e projeções de inflação, indicando “neutro”, pois transmite informações factuais e rotineiras sobre a decisão do Copom. O f3 reflete a expectativa dos economistas por mais detalhes, sugerindo “surpresa” com polaridade “neutra”, pois a decisão gerou incertezas e a expectativa por mais detalhes. No geral, a notícia transmite um sentimento de cautela e expectativa, resultando em “neutro” com polaridade “neutra”, pois não há uma carga emocional ou especulativa dominante.",Ata do Copom deve trazer mais detalhes sobre consenso para interromper corte de juros,"O Banco Central anunciou na ata do Copom que interrompeu o ciclo de cortes na taxa Selic, mantendo-a em 10,50% ao ano por unanimidade, devido ao cenário global incerto e à resiliência da atividade doméstica.","O documento também apresentou um cenário alternativo de estabilidade da Selic até o fim de 2025, com projeções de inflação próximas à meta, reforçando a cautela do colegiado.",Economistas aguardam explicações mais detalhadas na ata sobre essa decisão e sobre as perspectivas futuras da política monetária diante das incertezas fiscais e externas.
961,alegria,positivo,alegria,positivo,alegria,positivo,alegria,positivo,alegria,positivo,"A manchete expressa uma expectativa positiva devido ao acordo entre governo, estados e senadores, indicando uma resolução para a dívida dos estados. A f1 apresenta informações positivas sobre a redução de juros e investimentos em áreas prioritárias, sugerindo alegria. A f2 continua com a mesma emoção ao detalhar os benefícios do fundo de equalização e as metas de educação, reforçando a expectativa positiva. A f3 mantém a polaridade positiva ao mencionar a expectativa de conclusão do projeto, sugerindo confiança e otimismo.",Governo e estados acertam criação de fundo em projeto sobre dívida dos estados,"O governo, estados e senadores chegaram a um acordo sobre a renegociação da dívida dos estados, propondo redução de juros para 2% ou 3% e investimentos em educação e infraestrutura.","A proposta inclui a criação de um fundo de equalização que beneficiará estados com e sem dívidas, além de estabelecer metas de expansão do ensino médio técnico para concessão de juros menores.","A expectativa é que o projeto seja finalizado até a próxima semana, consolidando uma estratégia de investimentos e redução de juros alinhada às negociações em andamento."
973,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,"A manchete indica uma proposta de substituição de medida provisória, o que sugere uma ação proativa do governo e do Senado, levando a uma classificação como neutra. No f1, há informações sobre medidas de arrecadação para compensar a desoneração, sugerindo uma postura de planejamento e solução de problemas, o que é neutro. Em f2, são detalhadas as medidas compensatórias, incluindo captura de depósitos judiciais e reoneração gradual, mantendo o tom de informação factual e planejamento, classificado como neutro. O f3 menciona a busca por reduzir gastos públicos, incluindo ações específicas no Rio Grande do Sul, reforçando a ideia de medidas de ajuste fiscal, o que também é neutro. Assim, a emoção geral da notícia é neutra, focando em informações factuais sobre medidas econômicas.",Governo e Senado acertam ajustes do PL para substituir MP do PIS/Cofins,"O líder do governo no Senado, Jaques Wagner, e o presidente da Casa, Rodrigo Pacheco, estão finalizando uma proposta de medidas de arrecadação para compensar a desoneração da folha de pagamento de setores que mais empregam e pequenas prefeituras.","A proposta, que substituirá uma medida provisória rejeitada pelo Senado, inclui alternativas como a captura de depósitos judiciais e a repatriação de recursos no exterior, além de estabelecer regras de reoneração gradual para municípios.","A votação deve ocorrer em julho, enquanto o governo busca formas de reduzir gastos públicos, como a filtragem de cadastros de benefícios sociais no Rio Grande do Sul."
976,alegria,positivo,alegria,positivo,alegria,positivo,alegria,positivo,alegria,positivo,"A manchete expressa alegria devido à inauguração de uma nova unidade de produção que representa um avanço tecnológico e sustentável. O f1 continua com alegria ao detalhar o investimento estrangeiro e a inovação na produção de petróleo sintético. O f2 mantém a emoção de alegria ao descrever o processo sustentável e a colaboração com a UFPR. O f3 reforça a alegria ao apontar o potencial do Paraná e do Brasil como líderes na produção de SAF, destacando a contribuição para a redução de emissões no setor aéreo. A polaridade geral da notícia é positiva, pois reflete um avanço tecnológico e sustentável com impactos positivos para o meio ambiente e a economia.",Itaipu inaugura unidade de produção de petróleo sintético com energia limpa,"A usina de Itaipu inaugurou uma unidade piloto de produção de petróleo sintético, voltada para a fabricação de SAF (Combustível Sustentável de Aviação), com investimento de R$ 10 milhões do governo alemão.","A planta utiliza biogás e hidrogênio verde, produzindo inicialmente 6 kg de biosyncrude por dia, que será refinado na UFPR para gerar combustíveis de aviação mais sustentáveis.","O projeto destaca o potencial do Paraná e do Brasil para se tornarem relevantes na produção de SAF, contribuindo para a redução de emissões no setor aéreo, que busca ampliar o uso de combustíveis sintéticos até 2030."
997,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,"A manchete expressa uma expectativa baseada em previsões do Itaáu, que não evoca uma emoção específica, mas sim uma neutralidade informativa. O f1 apresenta informações neutras sobre a política monetária do Fed, com um tom de previsão, o que indica uma emoção neutra. O f2 descreve um cenário econômico com crescimento revisado e inflação moderada, ainda dentro do contexto de expectativas, mantendo a neutralidade. O f3 projeta um futuro cenário de corte de juros, com base em expectativas de desaceleração da inflação e manutenção de uma atividade econômica sólida, reforçando uma postura de neutralidade na informação.","Fed deve manter juros inalterados nos EUA até o fim do ano com pressões inflacionárias, prevê Itaú","O Federal Reserve deve manter os juros inalterados na reunião de 12 de abril, mesmo com sinais de desaceleração na atividade econômica e na inflação.","O crescimento do PIB no primeiro trimestre dos Estados Unidos foi revisado para 2,0%, apoiado pela demanda doméstica, enquanto a inflação permanece elevada, embora moderada em abril.","O banco Itaú Unibanco projeta que o corte de juros só ocorrerá em dezembro, após confirmação de uma desaceleração consistente da inflação e manutenção de uma atividade econômica sólida."
